дата,от куда,,вид транспорта,,погрузка,выгрузка,,расстояние,время на рейс под нагрузкой,кол-во рейсов факт,вес,ед измерения,кол-во рейсов расчетный,расход топлива на 100км,цена за литр,затраты на топливо,зп водителя на км,затраты на зп,затраты на зп день,норма прибыли,"други затраты на смену (платон, гаи, платная трасса)",тариф руб/куб(тн)*км расчет,тариф руб/куб(тн) расчет,проверка,тариф руб/куб(тн)*км факт,тариф руб/куб(тн) факт,прибыль факт,стоимость материала закуп,наценка,цена материала продажа,стоимость материала,стоимость машины с материалом расчет,стоимость машины с материалом факт,тариф с материалом расчет,тариф с материалом факт,доовор,фидель,наем,кп,кп,прибыль наем,,,,,,,,,,,,,,,,,,,,,,,
08.11,Потресово,Б Вяземы,тонары,песок сеяный,,,ИП Шинкарецкий,78,,4,32,м3,"3,846153846",45,60,4212,28,2184,8736,30000,2872,"5,9","456,6875",30000,"5,128205128",400,22744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.11,Пореченский,Товарково,тонары,щебень изв,,,Бонолит,142,,2,45,тн,"2,112676056",45,60,7668,26,3692,7384,30000,2704,"4,3","615,8222222",30000,"2,605633803",370,7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.11,ПГК Хорошего,Коломна,тонары,щебень грав 20/40,,,Лаб Индастриз,230,,"1,5",45,тн,"1,304347826",45,60,12420,26,5980,8970,30000,3070,"3,9","898,8148148",30000,"3,652173913",840,26030,2100,0,"2100,0","94500,0","134946,7","132300,0","2998,8",2940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.11,Карачуново,Бурмакино,тонары,песок,,,Экогрунт,125,,1,32,м3,"2,4",45,60,6750,"24,5","3062,5","3062,5",30000,1750,"10,4","1298,828125",30000,"5,2",650,"9237,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.11,Сергиев Посад,Брянск,тонары,жесть,,,Универсал сервис,530,,1,20,тн,"0,5660377358",35,60,22260,22,11660,11660,30000,4180,"6,4",3405,30000,"6,037735849",3200,25900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.11,Брянск,Дзержинский,тонары,,,,,560,,1,25,тн,"0,5357142857",35,60,11760,22,12320,12320,30000,4360,"4,2","2337,6",30000,"3,392857143",1900,19060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.11,Аксиньино,6 радиальная 17 с 8,тонары,песок мытый,,,,85,,3,28,тн,"3,529411765",45,60,4590,35,2975,8925,30000,2530,"7,7","657,4404762",30000,"6,588235294",560,21815,400,0,"400,0","11200,0","29608,3","26880,0","1057,4",960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.11,Есино,7 радиальная 17 с 8,тонары,песок мытый,,,,63,,3,32,тн,"4,761904762",45,60,3402,47,2961,8883,30000,2134,"8,5","533,5729167",30000,"7,301587302",460,22937,500,0,"500,0","16000,0","33074,3","30720,0","1033,6",960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.11,Барсуки,Дзержинский,тонары,щебень,,,,167,,2,45,тн,"1,796407186",45,60,9018,24,4008,8016,30000,3004,"3,9","656,1777778",30000,"3,502994012",585,23594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.11,Рошаль,Брянск,тонары,жесть,,,Универсал сервич,560,,1,20,тн,"0,5357142857",35,60,11760,20,11200,11200,30000,4360,"5,1",2866,30000,"5,714285714",3200,36680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.11,Богаевский,Картамазово,тонары,песок мытый,,,Мианстрой,114,,3,45,тн,"2,631578947",45,60,6156,"26,5",3021,9063,30000,5272,"4,1","465,2074074",30000,"4,122807018",470,30647,250,0,"250,0","11250,0","32184,3","32400,0","715,2",720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.11,Богаевский,Картамазово,тонары,песок мытый,,,Мианстрой,114,,3,30,м3,"2,631578947",45,60,6156,"26,5",3021,9063,30000,5272,"6,1","697,8111111",30000,"6,140350877",700,30197,400,0,"400,0","12000,0","32934,3","33000,0","1097,8",1100,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,
21.11,Потресово,картамазово,тонары,песок мытый,,,Мианстрой,97,,3,32,м3,"3,092783505",45,60,5238,"26,5","2570,5","7711,5",30000,2746,"6,0","585,1197917",30000,"5,979381443",580,"29508,5",230,0,"230,0","7360,0","26083,8","25920,0","815,1",810,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,
21.11,Старая Купавна 1,Волкуша,тонары,песок мытый,,,ГК Альянс,48,,4,30,м3,"6,25",45,60,2592,42,2016,8064,30000,4152,"9,1","438,2",30000,"7,291666667",350,19416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.11,Вагоноремонтная 10,Подольских курсантов,тонары,гранитный щебень,,,ДиМ,57,,3,45,тн,"5,263157895",45,60,3078,50,2850,8550,30000,2026,"6,5","368,962963",30000,"6,49122807",370,30140,2650,0,"2650,0","119250,0","135853,3","135900,0","3019,0",3020,,,,3100,,,,,,,,,,,,,,,,,,,,,,,,,
22.11,Озеры,Пески,одиночки,песок,,,Озеры,55,,4,28,тн,"5,454545455",50,60,3300,36,1980,7920,30000,2320,"8,7","477,1428571",30000,"8,727272727",480,30320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.11,Озеры,Семеновское,тонары,песок,,,Озеры,80,,3,32,м3,"3,75",45,60,4320,30,2400,7200,25000,2440,"6,2","495,8333333",25000,"5,75",460,21560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.11,Дюкинский,Щелково,тонары,щебень,,,,236,,"1,5",45,тн,"1,271186441",45,60,12744,25,5900,8850,30000,3124,"3,8","905,037037",30000,"3,389830508",800,22910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.11,Ивановское,Ивановское,одиночки,грунт,,,,25,,10,28,тн,12,55,60,1650,44,1100,11000,30000,2500,"8,6","214,2857143",30000,10,250,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.11,,,,,,,,140,,2,45,тн,"2,142857143",45,60,7560,44,6160,12320,30000,2680,"4,8",668,30000,"3,371428571",472,12360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.11,Карачуново,Дубна,Тонары,Песок,,,Альфа групп,48,,5,32,м3,"6,25",45,60,2592,33,1584,7920,30000,2440,"6,9","333,25",30000,"5,833333333",280,21480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.11,Заболотье,Домодедово,одиночки,Песок,,,АО МОДЦ,23,,6,40,тн,"13,04347826",50,60,1380,50,1150,6900,30000,1828,"8,5","195,8666667",30000,"8,695652174",200,30992,450,0,"450,0","18000,0","25834,7","26000,0","645,9",650,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,
27.11,Дюкинский,Домодедово,Тонары,Щебень изв 40/70,,,АО МОДЦ,296,,1,45,тн,"1,013513514",45,60,15984,27,7992,7992,30000,2776,"4,3","1261,155556",30000,"4,222972973",1250,29498,700,0,"700,0","31500,0","88252,0","87750,0","1961,2",1950,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
27.11,Восточные Берники,Домодедово,Тонары,Щебень изв 40/70,,,АО МОДЦ,181,,2,45,тн,"1,657458564",45,60,9774,25,4525,9050,30000,3172,"3,8","686,3333333",30000,"3,867403315",700,31230,980,0,"980,0","44100,0","74985,0","75600,0","1666,3",1680,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,
28.11,Октябрьский,Чулковское,одиночки,грунт,,,,14,,7,28,м3,"21,42857143",55,60,924,85,1190,8330,30000,1588,"16,9","236,6632653",30000,14,196,22030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.11,Октябрьский,Чулковское,одиночки,грунт,,,,16,,7,28,м3,"18,75",55,60,1056,80,1280,8960,30000,1672,"15,3","245,0204082",30000,14,224,25880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.11,Дюкинский,Электросталь,Тонары,Щебень,,,,208,,2,45,тн,"1,442307692",45,60,11232,24,4992,9984,30000,3496,"3,5","732,7111111",30000,"3,605769231",750,31556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.11,Дюкинский,Внуково,Тонары,Щебень,,,,290,,1,45,тн,"1,034482759",45,60,15660,25,7250,7250,30000,2740,"4,3","1236,666667",30000,"4,137931034",1200,28350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.12,Потресово,Боровское 29км,одиночки,Песок,,,,91,,3,28,м3,"3,296703297",55,60,6006,"27,5","2502,5","7507,5",30000,2638,"7,6","692,422619",30000,"7,582417582",690,"29796,5",230,0,"230,0","6440,0","25827,8","25760,0","922,4",920,,,,920,,,,,,,,,,,,,,,,,,,,,,,,,
07.12,Сущевский 75,Белый Раст,Тонары,Вторичнка,,,,50,,2,34,м3,6,45,60,2700,44,2200,4400,30000,1600,"12,2","608,8235294",30000,"5,4",270,6960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.12,МВК,Поморская,Тонары,Песок КФ3,,,,119,,2,32,м3,"2,521008403",45,60,6426,26,3094,6188,30000,2428,"6,8","804,1875",30000,"3,714285714",442,6820,"358,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.12,Лукьянцево,Поморская,Тонары,Песок КФ3,,,,121,,2,32,м3,"2,479338843",45,60,6534,26,3146,6292,30000,2452,"6,7","809,5625",30000,"3,917355372",474,8524,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.12,Агат,Поморская,Тонары,Песок КФ3,,,,129,,2,32,м3,"2,325581395",45,60,6966,25,3225,6450,30000,2548,"6,4","827,03125",30000,"3,899224806",503,9262,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.12,МВК,Поморская,Тонары,Сеяный,,,,119,,3,32,м3,"2,521008403",45,62,"6640,2",26,3094,9282,30000,3142,"5,5","649,4229167",30000,"4,495798319",535,"19015,4","232,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.12,Аксиньино,Поморская,Тонары,мытый,,,,59,,3,32,м3,"5,084745763",45,60,3186,40,2360,7080,30000,2062,"8,6","507,2916667",30000,"7,627118644",450,24500,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.12,Осеево,Фрязино,одиночки,мытый,,,,24,,6,28,м3,"12,5",55,60,1584,50,1200,7200,30000,1864,"12,0","289,0952381",30000,"6,25",150,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.12,Богаевский,Щурово,Тонары,мытый,,,,270,,"1,5",45,тн,"1,111111111",45,60,14580,25,6750,10125,30000,3430,"3,6","969,2592593",30000,"3,703703704",1000,32075,250,150,"400,0","18000,0","61616,7","63000,0","1369,3",1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Богаевский,Щурово,Тонары,мытый,,,Холсим,225,,"1,5",45,тн,"1,333333333",45,62,12555,25,5625,"8437,5",30000,9025,"4,4","982,1481481",30000,"4,444444444",1000,31205,250,150,"400,0","18000,0","62196,7","63000,0","1382,1",1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.12,Осеево,Поморская,Тонары,мытый,,,,50,,3,32,м3,6,45,60,2700,52,2600,7800,30000,1900,"10,0","497,9166667",30000,7,350,15800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.12,Бескудниково,Внуково,Тонары,гранитный щебень,,,,41,,3,45,тн,"7,317073171",45,60,2214,60,2460,7380,30000,1738,"8,3","338,962963",30000,"7,317073171",300,24740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.12,МВК,Южнопортовая 9,тонары,песок мытый,Приемка с 08 до 18,,Московский бетонный завод,132,,2,45,тн,"2,272727273",45,60,7128,26,3432,6864,25000,2584,"4,1","541,1555556",25000,"4,166666667",550,25796,"220,8588957",20,"240,9","10838,7","35190,7","35588,7","782,0","790,8588957",,,,800,,,,,,,,,,,,,,,,,,,,,,,,,
14.12,МВК,Южнопортовая 9,тонары,щебень грав 5/20,Приемка с 08 до 18,,Московский бетонный завод,132,,2,45,тн,"2,272727273",45,60,7128,26,3432,6864,25000,2584,"4,1","541,1555556",25000,"4,166666667",550,25796,1500,20,"1520,0","68400,0","92752,0","93150,0","2061,2",2070,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,
14.12,Агат,Ермакова Роща 16,тонары,песок мытый,Приемка с 08 до 18,,Московский бетонный завод,142,,2,45,тн,"2,112676056",45,60,7668,26,3692,7384,25000,2704,"3,9","560,2666667",25000,"3,943661972",560,24976,180,20,"200,0","9000,0","34212,0","34200,0","760,3",760,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,
14.12,Богаевский,Ермакова Роща 16,тонары,песок мытый,Приемка с 08 до 18,,Московский бетонный завод,100,,2,45,тн,3,45,60,5400,28,2800,5600,25000,2200,"4,8","484,4444444",25000,"4,8",480,24600,250,20,"270,0","12150,0","33950,0","33750,0","754,4",750,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,
14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.12,Павельцево,Угрешская,тонары,гранитный щебень,24 часа,,Византия,51,,4,32,тн,"5,882352941",45,60,2754,40,2040,8160,25000,11024,"8,5","431,25",25000,"8,431372549",430,24840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.12,Путилово,Шоссе Энтузиастов,одиночки,песок,,,Виталити,60,,3,35,тн,5,55,60,3960,37,2220,6660,25000,2080,"7,2","434,4761905",25000,"6,666666667",400,21380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.12,МВК,Сергиев Посад,тонары,песок,,,КСМК М8,49,,4,45,тн,"6,12244898",45,60,2646,40,1960,7840,30000,2176,"5,7","281,1111111",30000,"5,714285714",280,29800,150,0,"150,0","6750,0","19400,0","19350,0","431,1",430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Агат,Котельники,тонары,песок мытый,24 часа,,Трак-Бетон,148,,"2,5",45,тн,"2,027027027",45,60,7992,25,3700,9250,30000,3220,"3,8","555,1111111",30000,"3,75",555,"29987,5",180,0,"180,0","8100,0","33080,0","33075,0","735,1",735,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,МВК,Котельники,тонары,щебень гр 5/20,24 часа,,Трак-Бетон,138,,"2,5",45,тн,"2,173913043",45,60,7452,25,3450,8625,30000,3070,"3,9","536,2222222",30000,"3,876811594",535,"29862,5",1500,0,"1500,0","67500,0","91630,0","91575,0","2036,2",2035,,,,2050,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Веста,Котельники,тонары,щебень кругл 5/20,24 часа,,Трак-Бетон,87,,3,45,тн,"3,448275862",45,60,4698,25,2175,6525,30000,2566,"4,5","393,962963",30000,"4,540229885",395,30140,0,0,"0,0","0,0","17728,3","17775,0","394,0",395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Богаевский,Ермакова Роща 16,тонары,песок мытый,Приемка с 08 до 18,,МСК Промсервис,100,,2,45,тн,3,45,60,5400,28,2800,5600,30000,2200,"5,4",540,30000,"4,8",480,24600,250,20,"270,0","12150,0","36450,0","33750,0","810,0",750,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,МВК,Королев,тонары,песок мытый,,,Высота,105,,3,45,тн,"2,857142857",45,60,5670,26,2730,8190,30000,2890,"4,1","430,2962963",30000,"4,095238095",430,29960,225,0,"225,0","10125,0","29488,3","29475,0","655,3",655,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,МВК,Королев,тонары,щебень гр 5/20,,,Высота,105,,3,45,тн,"2,857142857",45,60,5670,26,2730,8190,30000,2890,"4,1","430,2962963",30000,"4,095238095",430,29960,1500,0,"1500,0","67500,0","86863,3","86850,0","1930,3",1930,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Агат,Королев,тонары,песок мытый,,,Высота,115,,3,45,тн,"2,608695652",45,60,6210,25,2875,8625,30000,3070,"3,9","446,8518519",30000,"3,913043478",450,30425,180,0,"180,0","8100,0","28208,3","28350,0","626,9",630,,,,630,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Богаевский,Очаково,тонары,песок мытый,,,Высота,106,,3,45,тн,"2,830188679",45,60,5724,26,2756,8268,30000,2908,"4,1","432,2074074",30000,"4,075471698",432,29972,250,0,"250,0","11250,0","30699,3","30690,0","682,2",682,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Богаевский,Очаково,тонары,щебень гр 5/20,,,Высота,106,,3,45,тн,"2,830188679",45,60,5724,26,2756,8268,30000,2908,"4,1","432,2074074",30000,"4,075471698",432,29972,0,0,"0,0","0,0","19449,3","19440,0","432,2",432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Богаевский,Бирюлево,тонары,песок мытый,,,Высота,123,,3,45,тн,"2,43902439",45,60,6642,25,3075,9225,30000,3214,"3,8","461,962963",30000,"3,739837398",460,29735,250,0,"250,0","11250,0","32038,3","31950,0","712,0",710,,,,710,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,Богаевский,Бирюлево,тонары,щебень гр 5/20,,,Высота,123,,3,45,тн,"2,43902439",45,60,6642,25,3075,9225,30000,3214,"3,8","461,962963",30000,"3,739837398",460,29735,0,0,"0,0","0,0","20788,3","20700,0","462,0",460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.12,Путилово,Балашиха,одиночки,Песок,,,Виталити,61,,2,35,м3,"4,918032787",55,60,4026,36,2196,4392,30000,1732,"10,3","631,0857143",30000,"6,557377049",400,13824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Аксиньино,Долгопрудный,тонары,Песок,24 часа,,,62,,4,32,м3,"4,838709677",45,60,3348,34,2108,8432,30000,2488,"6,8","424,3125",30000,"5,241935484",325,17288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Путилово,Долгопрудный,одиночки,Песок,"Погр 07-20, выгр 24",,Виталити,61,,3,30,м3,"4,918032787",55,60,4026,36,2196,6588,20000,2098,"7,4","452,9333333",20000,"7,049180328",430,17936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Балашиха,Ногинск,одиночки,Грунт,,,,40,,3,28,м3,"7,5",55,60,2640,45,1800,5400,30000,1720,"13,4","536,1904762",30000,"8,25",330,12680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,МВК,Белый Раст,тонары,песок сеяный,24 часа,,Оникс-Бетон,121,,3,45,тн,"2,479338843",45,60,6534,25,3025,9075,30000,3178,"3,8","458,1851852",30000,"3,719008264",450,28895,150,0,"150,0","6750,0","27368,3","27000,0","608,2",600,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Магистральный,Белый Раст,тонары,песок сеяный,24 часа,,Оникс-Бетон,100,,3,45,тн,3,45,60,5400,26,2600,7800,30000,2800,"4,2","420,7407407",30000,"4,2",420,29900,"167,7419355",0,"167,7","7548,4","26481,7","26448,4","588,5","587,7419355",,,,590,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,МВК,Белый Раст,тонары,Щебень 5/20,24 часа,,Оникс-Бетон,121,,3,45,тн,"2,479338843",45,60,6534,25,3025,9075,30000,3178,"3,8","458,1851852",30000,"3,719008264",450,28895,1500,0,"1500,0","67500,0","88118,3","87750,0","1958,2",1950,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Кнауф,Подольск,тонары,Гипсовый камень,,,Консолит,217,,1,50,тн,"1,382488479",45,60,11718,26,5642,5642,25000,8102,"4,7","1009,24",25000,"4,608294931",1000,24538,1000,0,"1000,0","50000,0","100462,0","100000,0","2009,2",2000,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Кнауф,Подольск,тонары,Гипсовый камень,,,Консолит,217,,1,25,тн,"1,382488479",35,60,9114,26,5642,5642,25000,5602,"8,4","1814,32",25000,"8,294930876",1800,24642,1000,0,"1000,0","25000,0","70358,0","70000,0","2814,3",2800,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Дюкино,Медведково,тонары,Известн. щебень,,,СтарСпецСтрой,256,,"1,5",45,тн,"1,171875",45,60,13824,25,6400,9600,30000,8254,"4,0","1016,148148",30000,"3,828125",980,27560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12,Барсуки,Медведково,тонары,Известн. щебень,,,СтарСпецСтрой,211,,2,45,тн,"1,421800948",45,60,11394,26,5486,10972,30000,10132,"3,9","821,0222222",30000,"3,886255924",820,29908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Жуково,ТР6,одиночки,песок,,,ГК Альянс,24,,4,30,м3,"12,5",55,60,1584,54,1296,5184,30000,1576,"15,0","359,1333333",30000,"10,83333333",260,18104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"Коломна, Пирочинское 23",тонары,Гранит 5/10,Приемка с 08 до 18,,ДИМ,146,,2,45,тн,"2,054794521",45,60,7884,26,3796,7592,30000,2752,"4,3","623,4666667",30000,"4,109589041",600,27888,2650,0,"2650,0","119250,0","147306,0","146250,0","3273,5",3250,,,3250,3250,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"Коломна, Пирочинское 23",тонары,Гранит 5/20,Приемка с 08 до 18,,ДИМ,146,,2,45,тн,"2,054794521",45,60,7884,26,3796,7592,30000,2752,"4,3","623,4666667",30000,"4,246575342",620,29688,2400,0,"2400,0","108000,0","136056,0","135900,0","3023,5",3020,,,3025,3020,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"Москва, Подольских курсантов 22Б",тонары,Гранит 5/20,24 часа,,ДИМ,57,,4,45,тн,"5,263157895",45,60,3078,35,1995,7980,30000,2368,"5,1","292,5555556",30000,"5,087719298",290,29540,2400,0,"2400,0","108000,0","121165,0","121050,0","2692,6",2690,,,2814,2700,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"Серпухов, Борисовское ш",тонары,Гранит 5/20,Приемка с 08 до 17,,ДИМ,132,,"1,5",45,тн,"2,272727273",45,60,7128,26,3432,5148,30000,2188,"5,4","711,5259259",30000,"5,378787879",710,29897,2400,0,"2400,0","108000,0","140018,7","139950,0","3111,5",3110,,,3200,3110,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"Заозерье, Раменский р-н",тонары,Гравий 20/40,24 часа,,ДИМ,59,,3,45,тн,"5,084745763",45,60,3186,34,2006,6018,30000,2062,"6,0","352,8740741",30000,"5,966101695",352,29882,1900,0,"1900,0","85500,0","101379,3","101340,0","2252,9",2252,,,2300,2250,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"Москва, Бехтерева 47к1",тонары,Гранит 40/80,Приемка с 08 до 20,,ДИМ,51,,3,45,тн,"5,882352941",45,60,2754,39,1989,5967,30000,1918,"6,7","341,8296296",30000,"6,666666667",340,29753,2200,0,"2200,0","99000,0","114382,3","114300,0","2541,8",2540,,,2900,2600,,,,,,,,,,,,,,,,,,,,,,,,,
28.12,Вагоноремонтная 10,"МО, Ленинский р-н, Ермолино",тонары,Известняк 20/40,24 часа,,ДИМ,65,,4,45,тн,"4,615384615",45,60,3510,32,2080,8320,30000,2560,"4,7","305,1111111",30000,"4,692307692",305,29980,1600,0,"1600,0","72000,0","85730,0","85725,0","1905,1",1905,,,1600,1905,,,,,,,,,,,,,,,,,,,,,,,,,
